Weight,Reach,STANCE,DOB,SLpM,Str. Acc.,SApM,Str. Def,TD Avg.,TD Acc.,TD Def.,Sub. Avg.,Nome,Height_in_inches,Wins,Losses,Draws
135.0,,Orthodox,"Jun 23, 1981",1.97,0.32,3.86,0.61,2.27,0.28,0.88,1.1,Marcos Galvao,67.0,18,8,1.0
170.0,,Orthodox,"Dec 23, 1980",0.8,0.7,1.2,0.28,1.0,0.08,0.0,0.0,Dan Barrera,69.0,3,1,0.0
145.0,70.0,Southpaw,"Jun 23, 1988",1.4,0.45,4.07,0.4,0.0,0.0,0.66,0.0,Mark Striegl,68.0,18,4,
,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Francesco Maturi,,0,1,0.0
145.0,,,"Jul 13, 1978",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Evan Esguerra,,8,7,
205.0,77.0,Orthodox,"Oct 07, 1991",4.1,0.56,6.03,0.31,2.09,0.45,1.0,0.4,Jordan Wright,74.0,12,5,
155.0,69.0,Switch,"Jan 13, 1995",6.42,0.46,5.72,0.5,0.81,0.18,0.63,0.4,Anshul Jubli,72.0,7,2,0.0
155.0,72.0,Orthodox,"Nov 14, 1989",3.2,0.5,3.49,0.55,1.89,0.32,1.0,0.7,Trey Ogden,71.0,18,7,
115.0,64.0,Switch,"Oct 22, 1991",3.55,0.44,3.2,0.51,1.53,0.38,0.28,1.8,Amanda Cooper,63.0,3,5,0.0
155.0,72.0,Orthodox,"Mar 28, 1985",1.62,0.47,3.45,0.48,3.17,0.4,0.0,1.1,Joe Ellenberger,69.0,15,2,0.0
135.0,68.0,Southpaw,"Jan 06, 1994",1.91,0.38,3.46,0.39,2.29,0.66,0.64,0.8,Cortavious Romious,64.0,9,4,0.0
155.0,73.0,Switch,"Sep 15, 1994",5.78,0.56,2.58,0.47,3.59,0.4,0.77,2.2,Terrance McKinney,70.0,17,7,0.0
155.0,70.0,Orthodox,"Aug 05, 1994",4.31,0.45,4.54,0.61,3.13,0.44,0.76,0.5,Rafa Garcia,67.0,18,4,0.0
135.0,,Orthodox,"Mar 18, 1981",2.9,0.36,3.18,0.46,1.14,0.23,0.78,0.0,Julie Kedzie,65.0,16,13,0.0
155.0,70.0,Orthodox,"Apr 30, 1987",4.06,0.4,4.53,0.61,0.63,0.18,0.74,0.2,Al Iaquinta,70.0,14,7,1.0
185.0,77.0,Southpaw,"Aug 19, 1989",2.98,0.42,2.23,0.57,1.33,0.39,0.82,0.1,Krzysztof Jotko,73.0,24,6,0.0
170.0,,Orthodox,"Jun 10, 1984",2.18,0.36,3.82,0.53,0.0,0.0,0.0,0.0,Frank Lester,71.0,11,6,
170.0,71.0,Orthodox,"Jul 20, 1986",3.15,0.48,3.64,0.52,2.12,0.37,0.53,0.5,Gilbert Burns,70.0,22,9,0.0
240.0,,Orthodox,"Jul 02, 1964",0.78,0.1,4.68,0.62,0.0,0.0,0.0,0.0,Jose Canseco,76.0,0,1,0.0
155.0,,,"May 21, 1991",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Taylor Callens,70.0,6,0,0.0
145.0,70.0,Southpaw,"Feb 22, 1985",2.38,0.5,1.33,0.65,0.22,0.09,0.0,2.2,Ryan Hall,70.0,9,2,0.0
170.0,76.0,Orthodox,"Jan 25, 1995",2.91,0.36,4.35,0.43,0.38,0.5,0.6,0.0,Zelim Imadaev,72.0,8,3,0.0
155.0,70.0,Orthodox,"Jul 14, 2000",5.71,0.51,5.82,0.48,1.0,0.3,0.71,0.0,Gauge Young,69.0,10,3,0.0
170.0,73.0,Orthodox,"Feb 08, 1989",1.67,0.33,2.22,0.53,1.0,0.37,0.7,0.0,Pawel Pawlak,72.0,12,3,0.0
170.0,72.0,Orthodox,"Nov 23, 1992",3.96,0.55,3.05,0.59,3.53,0.53,0.86,0.9,Sean Brady,70.0,18,2,0.0
135.0,67.0,,"Nov 30, 1995",2.44,0.45,7.32,0.5,1.41,0.33,0.0,1.4,Magno Dias,65.0,6,2,0.0
170.0,72.0,Orthodox,"Aug 20, 1997",4.61,0.46,3.68,0.63,3.6,0.55,0.76,1.4,Gabriel Bonfim,73.0,19,1,0.0
135.0,69.0,Orthodox,"May 07, 1990",5.5,0.45,3.64,0.57,0.31,0.14,0.9,0.3,Marcus McGhee,68.0,10,2,0.0
170.0,,,"Jul 11, 1974",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jesse Finney,72.0,5,1,0.0
135.0,71.0,Orthodox,"Feb 16, 1993",2.44,0.36,2.66,0.55,2.4,0.25,0.45,1.8,Johnny Munoz,69.0,12,4,0.0
185.0,79.0,Orthodox,"Mar 14, 1988",2.08,0.52,2.47,0.34,1.09,0.33,0.33,0.4,Josh Samman,75.0,13,4,0.0
170.0,,Southpaw,"Apr 20, 1978",0.49,0.3,1.64,0.47,0.84,0.17,0.21,1.2,Daiju Takase,72.0,12,15,2.0
185.0,73.0,Orthodox,"Nov 29, 1979",2.19,0.35,2.73,0.54,0.4,0.42,0.65,0.3,Constantinos Philippou,71.0,13,5,
205.0,,,"Jun 03, 1983",3.39,0.37,2.13,0.54,2.46,0.5,0.5,0.0,Linton Vassell,76.0,18,5,
155.0,73.0,Orthodox,--,2.13,0.42,3.44,0.43,2.35,0.5,0.83,0.9,Curt Warburton,72.0,13,6,0.0
125.0,68.0,Orthodox,"Jul 27, 1995",4.0,0.45,3.79,0.52,1.15,0.27,0.62,0.4,Steve Erceg,68.0,13,4,0.0
155.0,70.0,Orthodox,"Aug 27, 1993",1.97,0.53,1.85,0.5,2.06,0.48,0.14,1.4,Joe Solecki,69.0,13,6,0.0
155.0,72.0,Southpaw,"Dec 16, 1982",1.8,0.38,2.14,0.65,0.83,0.8,0.81,0.4,Adriano Martins,70.0,28,9,0.0
238.0,78.0,Orthodox,"Mar 05, 1997",1.57,0.33,15.13,0.4,0.0,0.0,0.0,0.0,Elisha Ellison,72.0,5,2,0.0
185.0,,Southpaw,"Apr 29, 1980",0.0,0.0,2.61,0.38,0.0,0.0,0.33,3.0,Raymond Daniels,74.0,0,1,0.0
145.0,68.0,Switch,"Nov 27, 1998",2.02,0.63,1.84,0.43,12.32,0.51,0.0,0.0,Shin Haraguchi,65.0,8,2,
170.0,,Orthodox,"Mar 15, 1973",0.67,0.3,0.34,0.6,2.52,0.25,0.0,0.0,Scott Norton,70.0,7,1,0.0
170.0,,Orthodox,"Nov 21, 1988",2.47,0.59,2.57,0.5,3.5,0.41,0.81,0.0,Jorge Lopez,70.0,11,5,0.0
170.0,71.0,Southpaw,"Aug 28, 1984",3.8,0.41,2.17,0.62,2.53,0.48,0.63,0.9,Rick Story,69.0,19,9,0.0
246.0,,,"Jun 23, 1979",5.29,0.27,17.65,0.41,0.0,0.0,0.0,0.0,Ray Seraille,75.0,8,9,0.0
155.0,75.0,Orthodox,"Feb 05, 1980",2.82,0.46,3.4,0.54,0.88,0.25,0.86,0.2,Leonardo Santos,72.0,18,7,1.0
155.0,68.0,Orthodox,"Aug 27, 1972",3.06,0.32,2.99,0.7,2.07,0.5,0.8,0.0,Kamal Shalorus,68.0,9,5,2.0
154.0,,Southpaw,"May 18, 1975",0.74,0.5,0.74,0.62,3.7,1.0,0.0,0.0,Ross Ebanez,69.0,20,10,
145.0,,Orthodox,"Nov 18, 1986",3.36,0.35,3.2,0.63,1.0,0.27,0.71,0.7,John Teixeira,67.0,21,2,2.0
155.0,71.0,Orthodox,"Apr 21, 1995",4.44,0.32,7.17,0.52,0.62,0.14,1.0,0.0,Kody Steele,69.0,7,1,0.0
170.0,,Orthodox,"Nov 26, 1974",4.62,0.35,6.92,0.21,3.46,1.0,1.0,0.0,Richie Hightower,68.0,8,4,
135.0,74.0,Orthodox,"Aug 05, 1987",1.65,0.53,2.96,0.41,1.03,0.44,0.55,2.6,Dustin Pague,69.0,12,11,0.0
300.0,,Orthodox,"Sep 17, 1969",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Paul Varelans,80.0,9,9,0.0
155.0,77.0,Orthodox,"May 08, 1984",5.4,0.5,1.8,0.59,1.0,1.0,0.71,0.0,Felipe Silva,72.0,8,2,0.0
125.0,64.0,Orthodox,"Nov 16, 1993",4.93,0.42,4.53,0.61,0.41,0.09,0.56,0.0,Luis Gurule,65.0,10,2,0.0
135.0,71.0,Orthodox,"May 28, 1982",0.57,0.34,3.02,0.39,1.08,0.16,0.4,0.0,James Barnes,68.0,14,5,0.0
260.0,,Orthodox,"Apr 20, 1984",0.0,0.0,4.03,0.4,6.72,0.5,0.0,0.0,Michel Batista,75.0,4,1,
125.0,67.0,Orthodox,"Jun 18, 1999",4.27,0.4,5.67,0.48,1.0,0.25,1.0,0.0,Sofia Montenegro,66.0,6,2,0.0
205.0,73.0,Orthodox,"Jun 20, 1978",3.25,0.54,2.51,0.55,1.52,0.56,0.73,0.1,Quinton Jackson,73.0,37,12,0.0
135.0,64.0,Orthodox,"Nov 04, 1996",1.27,0.47,1.73,0.57,1.0,0.25,0.0,1.0,Claudia Leite,63.0,8,3,0.0
170.0,75.0,Orthodox,"Oct 24, 1979",1.74,0.32,2.06,0.55,0.66,0.5,0.29,2.0,David Mitchell,72.0,22,7,0.0
185.0,77.0,Orthodox,"May 02, 1990",4.12,0.43,4.65,0.47,0.0,0.0,0.5,0.5,Alex Nicholson,76.0,7,4,0.0
155.0,73.0,Orthodox,"Jan 11, 1986",2.16,0.35,2.53,0.67,0.43,0.3,0.39,1.4,Terry Etim,73.0,16,5,0.0
205.0,78.0,Orthodox,"Mar 06, 1984",3.25,0.47,1.83,0.6,2.43,0.57,0.77,0.6,Anthony Johnson,74.0,22,6,0.0
170.0,,Orthodox,"Aug 07, 1972",0.34,0.26,3.65,0.44,0.0,0.0,0.42,0.0,Brian Gassaway,73.0,29,20,
155.0,69.0,Orthodox,"Jan 02, 2001",2.19,0.43,3.25,0.64,4.43,0.53,0.0,0.6,Matheus Camilo,70.0,10,3,0.0
265.0,,Orthodox,"Jul 01, 1980",2.76,0.44,4.02,0.42,0.0,0.0,0.33,0.0,Christian Colombo,77.0,8,3,1.0
135.0,,,--,2.27,0.47,1.47,0.59,0.0,0.0,1.0,0.0,Remo Cardarelli,,7,5,0.0
155.0,69.0,Orthodox,"Jan 21, 1997",4.81,0.48,3.83,0.64,1.96,0.61,0.93,1.1,Ilia Topuria,67.0,17,0,0.0
260.0,,Orthodox,"Nov 11, 1978",2.6,0.36,8.8,0.4,0.0,0.0,0.9,0.0,Wesley Correira,75.0,20,16,0.0
135.0,65.0,Orthodox,"Apr 29, 1992",0.99,0.55,2.44,0.42,0.0,0.0,0.3,0.0,Gaetano Pirrello,67.0,15,7,1.0
125.0,,,"May 05, 1982",3.24,0.56,2.01,0.57,1.68,1.0,1.0,0.0,Jenna Castillo,62.0,1,0,0.0
125.0,,Orthodox,"Dec 04, 1990",2.71,0.46,2.15,0.51,1.94,0.6,0.68,0.0,Roldan Sangcha'an,64.0,4,2,0.0
145.0,71.0,Southpaw,"Sep 04, 1994",2.22,0.41,4.79,0.41,2.9,0.46,0.62,0.5,Humberto Bandenay,71.0,14,7,
135.0,71.0,Orthodox,"Dec 11, 1997",0.81,0.28,5.35,0.41,0.0,0.0,0.33,1.2,Kaushik Saikumar,70.0,5,1,0.0
205.0,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sokun Koh,73.0,4,1,0.0
185.0,73.0,Orthodox,"Jul 07, 1997",1.99,0.33,7.08,0.32,0.0,0.0,0.0,0.0,Taiga Iwasaki,73.0,9,2,0.0
135.0,,Orthodox,"Mar 27, 1981",0.44,0.13,4.99,0.33,0.0,0.0,0.0,1.3,Noah Thomas,69.0,14,7,0.0
125.0,70.0,Switch,"Jan 10, 1991",4.73,0.49,3.78,0.56,0.56,0.2,0.66,0.4,Charles Johnson,69.0,18,7,0.0
155.0,,Orthodox,"Mar 01, 1979",0.0,0.0,4.0,0.38,0.0,0.0,0.0,16.4,Gerald Strebendt,69.0,9,7,0.0
185.0,,,"Jun 11, 1993",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alain Van der Merckt,,8,0,0.0
135.0,67.0,Orthodox,"Sep 26, 1982",3.05,0.38,3.2,0.57,0.22,0.06,0.5,0.0,Hugo Viana,66.0,8,4,0.0
170.0,73.0,Orthodox,"Dec 11, 1986",4.16,0.41,3.56,0.55,0.79,0.2,0.67,0.4,Elizeu Zaleski dos Santos,71.0,25,10,1.0
170.0,72.0,Orthodox,"Mar 24, 1983",3.29,0.46,3.63,0.58,1.09,0.34,0.46,1.3,Josh Neer,71.0,36,16,1.0
115.0,65.0,Orthodox,"Mar 12, 1994",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Huang Feier,65.0,14,8,0.0
125.0,69.0,Southpaw,"Apr 14, 1987",4.52,0.52,2.57,0.55,0.0,0.0,0.53,0.0,Sarah Frota,66.0,9,2,0.0
115.0,64.0,Orthodox,"Mar 05, 1998",6.4,0.54,5.4,0.57,0.73,0.8,0.6,0.4,Julia Polastri,62.0,14,5,0.0
155.0,71.0,Orthodox,"Jan 15, 1986",2.92,0.44,2.3,0.63,1.31,0.4,0.66,0.8,Efrain Escudero,69.0,28,12,0.0
185.0,75.0,Orthodox,"Oct 24, 1998",1.77,0.68,1.74,0.48,9.31,0.6,0.0,1.1,Torrez Finney,68.0,11,0,0.0
145.0,71.0,Southpaw,"May 26, 1988",2.6,0.41,2.73,0.67,0.0,0.0,0.81,0.0,Dinis Paiva Jr.,69.0,13,8,0.0
205.0,,,--,0.0,0.0,8.37,0.19,0.0,0.0,0.33,1.9,Jeremy  Freitag,73.0,6,10,0.0
125.0,68.0,Orthodox,"Aug 25, 1989",2.88,0.39,3.65,0.58,0.28,0.22,0.72,0.4,Ryan Benoit,65.0,10,8,0.0
,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Doug Kay,,0,0,0.0
145.0,71.0,Orthodox,"Mar 25, 1990",3.23,0.43,6.01,0.37,4.75,0.38,0.0,1.9,Gabriel Miranda,71.0,17,8,0.0
205.0,81.0,Orthodox,"Feb 13, 1989",0.65,0.26,3.64,0.21,0.0,0.0,0.0,0.0,James Bochnovic,76.0,8,3,0.0
205.0,76.0,Orthodox,"Apr 15, 1978",2.17,0.55,4.77,0.46,1.63,0.1,1.0,3.3,Ricardo Romero,72.0,11,3,0.0
155.0,69.0,Southpaw,"Dec 09, 1980",3.45,0.34,3.78,0.61,1.18,0.34,0.6,0.1,Aaron Riley,68.0,30,14,1.0
170.0,73.0,Orthodox,"Jul 13, 1979",1.61,0.41,2.01,0.46,4.17,0.7,0.45,0.6,Jonathan Goulet,72.0,23,12,
265.0,,Orthodox,"Apr 27, 1987",3.43,0.35,2.07,0.64,0.0,0.0,1.0,0.0,Justin Wren,74.0,13,2,0.0
145.0,69.0,Orthodox,"Dec 04, 1991",7.2,0.48,4.74,0.59,0.24,0.53,0.83,0.3,Max Holloway,71.0,27,8,0.0
170.0,71.0,Southpaw,"Oct 04, 1988",2.33,0.42,2.82,0.47,1.02,0.42,0.81,1.0,Erik Koch,70.0,16,6,0.0
139.0,,Orthodox,"Jun 10, 1977",3.18,0.33,3.16,0.6,0.9,0.45,0.66,0.0,Hiroyuki Takaya,66.0,21,14,2.0
185.0,,Southpaw,"Jun 30, 1978",2.8,0.55,3.15,0.48,3.47,0.57,0.5,1.3,Papy Abedi,71.0,10,4,0.0
220.0,,Orthodox,"Feb 27, 1984",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Michael Knaap,74.0,18,22,3.0
185.0,,Orthodox,"Aug 24, 1976",0.78,0.42,1.57,0.4,0.0,0.0,0.33,0.0,Floyd Sword,72.0,12,3,0.0
135.0,66.0,Orthodox,"Sep 24, 1980",2.26,0.46,1.92,0.47,4.38,0.65,0.5,0.5,Sara McMann,66.0,13,6,0.0
250.0,,Orthodox,--,0.0,0.0,2.14,0.0,32.14,1.0,0.0,0.0,Tom Tuggle,74.0,0,3,0.0
135.0,75.0,Orthodox,"Jan 06, 1999",0.87,0.44,2.13,0.5,0.0,0.0,0.63,1.0,Macksom Lee,73.0,9,1,0.0
170.0,,,"Jan 29, 1993",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gabriel Arges,,0,0,0.0
170.0,,,"May 21, 1981",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Josh Bumgarner,73.0,6,4,0.0
185.0,,Southpaw,"Mar 13, 1969",1.82,0.68,2.92,0.35,0.0,0.0,0.0,5.5,Masakatsu Funaki,72.0,39,13,2.0
400.0,,Orthodox,"Feb 04, 1979",2.17,0.6,6.51,0.4,0.0,0.0,0.0,0.0,Cory Peterson,83.0,2,1,0.0
170.0,72.0,Orthodox,"Jul 09, 1988",4.43,0.43,3.82,0.55,2.14,0.36,0.9,0.1,Belal Muhammad,71.0,24,5,
125.0,65.0,Orthodox,"May 13, 1992",0.65,0.33,0.87,0.5,3.27,1.0,0.0,0.0,Rainn Guerrero,66.0,5,2,0.0
170.0,71.0,Southpaw,"Dec 30, 1983",1.83,0.26,2.3,0.57,0.78,0.14,0.54,0.0,Todd Moore,69.0,16,7,0.0
155.0,,Orthodox,"Nov 16, 1979",2.88,0.46,4.32,0.67,4.88,0.43,0.0,0.7,David Kaplan,67.0,3,4,0.0
125.0,69.0,Switch,"Aug 22, 1994",2.0,0.4,2.05,0.57,1.14,0.42,0.26,3.0,Joseph Morales,66.0,15,2,0.0
205.0,78.0,Orthodox,"Jan 26, 1993",2.38,0.28,7.72,0.43,0.0,0.0,0.0,0.0,Jesse Murray,75.0,8,4,0.0
170.0,,Orthodox,"Nov 17, 1980",2.97,0.46,4.42,0.37,0.78,1.0,1.0,0.0,Dan Stittgen,73.0,12,5,0.0
155.0,,,"Aug 16, 1981",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,David Douglas,71.0,9,7,0.0
155.0,,Southpaw,"Jul 18, 1985",0.57,0.33,1.71,0.47,0.78,0.33,0.0,2.3,Mike Joy,66.0,11,8,0.0
170.0,,,"Apr 06, 1983",2.21,0.25,2.87,0.42,1.23,0.16,0.25,0.0,Nate Moore,72.0,8,4,0.0
135.0,,,"Sep 07, 1979",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ryan Bastianelli,65.0,6,7,
205.0,78.0,Orthodox,"Jun 10, 1996",2.45,0.42,3.42,0.54,4.98,0.41,0.16,0.0,Anton Turkalj,76.0,8,4,0.0
155.0,,Orthodox,"Nov 24, 1987",1.08,0.45,2.67,0.52,3.39,0.5,1.0,0.7,Chris Heatherly,69.0,9,4,
145.0,69.0,Orthodox,"Sep 01, 1993",3.18,0.57,3.73,0.58,0.69,0.25,0.72,0.0,SangWon Kim,69.0,10,6,1.0
185.0,,,"Feb 05, 1995",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jonathan Figueroa,,16,1,0.0
205.0,,Orthodox,"May 19, 1968",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Satoshi Honma,73.0,4,6,3.0
205.0,76.0,Orthodox,"Sep 25, 1989",6.05,0.5,4.64,0.55,0.0,0.0,1.0,0.0,Chris Daukaus,75.0,12,7,0.0
155.0,77.0,,"Jun 10, 1995",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Damonte Robinson,72.0,6,1,1.0
155.0,76.0,Orthodox,"Jan 09, 1993",1.08,1.0,0.36,0.66,10.78,0.4,0.0,5.4,Tommy Gantt,71.0,11,0,
113.0,,,"Feb 15, 1979",0.0,0.0,2.4,0.57,0.0,0.0,1.0,0.0,Karla Benitez,63.0,14,11,
135.0,67.0,Orthodox,"Apr 30, 1996",1.88,0.39,3.02,0.4,1.55,0.25,0.25,2.3,JP Buys,65.0,9,6,0.0
145.0,73.0,Orthodox,"Jan 10, 1996",6.01,0.39,2.72,0.73,6.44,0.6,0.0,0.0,Duda Santana,67.0,3,1,0.0
135.0,69.0,Orthodox,"Jun 26, 1984",3.4,0.29,3.76,0.68,0.34,0.33,0.86,0.1,Eddie Wineland,67.0,24,16,1.0
139.0,,Orthodox,"Oct 02, 1980",1.97,0.39,1.27,0.7,1.12,0.33,1.0,0.0,Atsushi Yamamoto,66.0,19,11,3.0
170.0,76.0,Southpaw,"Apr 27, 1994",3.88,0.36,2.93,0.59,1.54,0.45,0.72,0.1,Joaquin Buckley,70.0,21,7,0.0
185.0,71.0,Orthodox,"Oct 10, 1980",2.82,0.43,3.13,0.54,3.1,0.42,0.92,0.0,Terry Martin,68.0,23,11,0.0
175.0,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Steve White,71.0,1,4,0.0
,,,"Dec 20, 1980",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cyborg Abreu,,0,0,0.0
205.0,,Orthodox,"May 27, 1977",1.45,0.4,3.83,0.46,1.41,0.37,0.33,3.8,Abongo Humphrey,71.0,7,3,0.0
115.0,61.0,Orthodox,"Jan 18, 1996",3.67,0.55,2.52,0.53,1.81,0.5,0.68,0.1,Loma Lookboonmee,61.0,10,4,0.0
185.0,75.0,Switch,"Aug 29, 1990",2.88,0.53,6.13,0.33,2.7,1.0,0.0,0.0,Jhonoven Pati,73.0,6,4,0.0
145.0,71.0,Orthodox,"May 12, 1987",3.54,0.57,3.15,0.41,3.37,0.4,1.0,0.8,Austin Springer,68.0,12,4,0.0
125.0,,,--,4.13,0.43,2.93,0.65,0.0,0.0,0.5,1.0,Ilima Macfarlane,64.0,6,0,0.0
170.0,73.0,Southpaw,"Jun 09, 1990",2.21,0.41,3.73,0.44,0.76,0.37,0.6,0.0,Takashi Sato,70.0,16,7,0.0
245.0,77.0,Orthodox,"Jul 14, 1973",1.36,0.19,3.61,0.53,0.0,0.0,0.0,0.0,Mostapha Al-Turk,74.0,6,6,0.0
135.0,66.0,Orthodox,"Sep 25, 2000",4.24,0.56,4.88,0.49,2.53,0.71,0.76,0.0,Benardo Sopaj,66.0,12,3,0.0
135.0,66.0,Orthodox,"Dec 14, 1991",2.82,0.32,5.12,0.57,1.74,0.43,0.75,0.0,Alatengheili,65.0,17,10,2.0
170.0,75.0,Switch,"May 21, 1997",5.29,0.35,9.71,0.21,0.0,0.0,1.0,0.0,Jack Congdon,74.0,7,2,0.0
230.0,,Orthodox,"Sep 10, 1973",1.18,0.36,0.53,0.7,1.6,1.0,0.33,3.2,Roman Zentsov,73.0,18,12,0.0
135.0,67.0,Orthodox,"Sep 05, 1988",4.1,0.49,3.32,0.61,0.83,0.27,0.62,0.6,Raquel Pennington,67.0,16,10,0.0
205.0,79.0,Orthodox,"Sep 25, 1984",2.85,0.34,1.33,0.72,2.99,0.38,0.72,0.6,Phil Davis,74.0,17,4,
155.0,,,"Aug 01, 1970",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kaleo Kwan,67.0,11,16,0.0
125.0,64.0,Orthodox,"Dec 03, 1985",4.39,0.45,3.47,0.55,0.24,0.33,0.73,0.5,Nina Nunes,65.0,11,7,0.0
145.0,,Southpaw,"Jul 31, 1981",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tito Jones,68.0,11,8,0.0
155.0,75.0,Switch,"Apr 13, 1994",3.22,0.5,5.87,0.4,1.5,0.26,0.47,1.2,Kamuela Kirk,70.0,12,6,0.0
145.0,71.0,Orthodox,"Feb 06, 1995",3.6,0.58,2.31,0.56,3.22,0.39,0.74,0.6,Jack Shore,68.0,17,3,0.0
170.0,77.0,Southpaw,"Jan 12, 1989",4.59,0.46,4.54,0.51,1.83,0.25,0.5,0.0,Adam Fugitt,73.0,10,5,0.0
185.0,73.0,Orthodox,"May 16, 1994",5.93,0.62,3.85,0.43,0.0,0.0,0.71,0.0,Shara Magomedov,74.0,16,1,0.0
193.0,,Southpaw,"Apr 30, 1970",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Todd Medina,70.0,11,9,
125.0,67.0,Orthodox,"Oct 25, 1993",3.83,0.45,3.5,0.5,1.56,0.21,0.65,0.2,Carlos Hernandez,68.0,10,5,0.0
170.0,75.0,Orthodox,"Jan 31, 1989",3.12,0.39,3.88,0.58,1.26,0.34,0.73,0.6,Dhiego Lima,74.0,17,9,0.0
115.0,64.0,Orthodox,"Jun 28, 1992",4.34,0.46,4.44,0.58,1.23,0.35,0.6,0.2,Sam Hughes,65.0,11,6,0.0
170.0,,,"Jul 13, 1978",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hidehiko Hasegawa,69.0,19,20,6.0
135.0,,Orthodox,"Aug 16, 1983",1.82,0.28,5.18,0.5,0.0,0.0,0.0,0.0,Byron Bloodworth,68.0,6,3,0.0
155.0,71.0,Orthodox,"Aug 25, 1987",3.98,0.45,3.17,0.58,2.55,0.44,0.7,0.4,Piotr Hallmann,69.0,18,6,0.0
170.0,72.0,Orthodox,"Jul 09, 1990",2.8,0.54,2.63,0.54,1.32,0.3,1.0,0.7,Charles Radtke,69.0,11,5,0.0
135.0,66.0,Orthodox,"Sep 26, 1984",3.2,0.4,3.58,0.61,0.71,0.28,0.82,0.0,John Dodson,63.0,22,12,0.0
220.0,,Orthodox,"Mar 16, 1976",2.86,0.14,14.29,0.54,0.0,0.0,0.0,0.0,Mal Foki,67.0,5,5,0.0
185.0,78.0,Orthodox,"Sep 02, 1990",3.07,0.49,3.43,0.55,2.61,0.59,1.0,0.4,Abus Magomedov,74.0,28,7,1.0
185.0,,Orthodox,"Sep 12, 1976",1.09,0.43,1.2,0.57,0.43,1.0,0.66,0.0,Yuki Sasaki,74.0,25,22,2.0
170.0,,,"Nov 23, 1987",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Felipe Portela,,9,2,0.0
115.0,65.0,Orthodox,"Dec 16, 1999",5.2,0.42,3.04,0.64,1.3,0.71,0.8,0.3,Stephanie Luciano,66.0,7,2,1.0
265.0,79.0,Orthodox,"Mar 14, 1998",3.39,0.78,2.42,0.53,2.72,0.6,1.0,1.8,Mario Pinto,77.0,11,0,0.0
185.0,73.0,Orthodox,"Oct 06, 1993",4.49,0.52,4.35,0.51,1.13,0.52,0.76,0.7,Michel Pereira,73.0,31,14,
125.0,71.0,Southpaw,"Jan 20, 1988",1.27,0.39,1.27,0.67,1.0,1.0,0.0,0.0,Juan Puerta,69.0,23,6,0.0
170.0,74.0,Orthodox,"Apr 11, 1992",0.13,0.33,0.8,0.71,3.0,0.75,0.0,3.0,Sidney Outlaw,68.0,8,4,0.0
145.0,70.0,,"Jan 12, 1998",4.21,0.51,6.23,0.55,0.0,0.0,0.25,0.0,Ernie Juarez,68.0,8,1,0.0
155.0,,,"Jun 09, 1980",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Derrick Burnsed,,1,0,3.0
185.0,75.0,Southpaw,"May 29, 1996",4.44,0.5,4.96,0.5,0.73,0.18,0.66,0.0,Ihor Potieria,75.0,20,8,0.0
170.0,,Orthodox,"Nov 22, 1982",4.12,0.32,6.79,0.61,0.0,0.0,0.0,0.0,Edilberto de Oliveira,72.0,29,15,2.0
185.0,,,"Apr 15, 1976",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike Dolce,71.0,5,10,0.0
125.0,72.0,Orthodox,"Jun 27, 1991",3.14,0.5,3.88,0.42,0.68,0.75,0.8,0.7,Nate Maness,70.0,16,3,0.0
115.0,62.0,Orthodox,"Sep 14, 2004",2.53,0.44,3.6,0.41,5.0,0.45,1.0,0.0,Julieta Martinez,61.0,8,0,0.0
205.0,75.0,Orthodox,"Nov 22, 1989",3.13,0.47,2.2,0.57,3.0,0.42,1.0,1.0,Cameron Olson,73.0,7,3,
